id,wod,category
125,"christmas holiday wod (aka: ""12 days of crossfit"")


12 days of christmas
for time, adding one movement per round:
1 sumo deadlift high-pull (75/55 lb)
2 thrusters (75/55 lb)
3 push presses (75/55 lb)
4 power cleans (75/55 lb)
5 power snatches (75/55 lb)
6 kettlebell swings (53/35 lb)
7 pull-ups
8 knees-to-elbows
9 box jumps (24/20 in)
10 double-unders
11 burpees
12 overhead walking lunges (45/25 lb plate)

start with 1 sumo deadlift high-pull (sdlhp). then do 2 thrusters and 1 sdlhp. then 3 push presses, 2 thrusters, and 1 sdlhp. continue this way until the final round of 12 overhead walking lunges, 11 burpees, and each movement descending in repetitions all the way down to 1 sdlhp — 364 total repetitions.",for_time
126,"crossfit ""girl"" benchmark wod


ingrid
10 rounds for time
3 snatches (135/95 lb)
3 bar over burpees",for_time
127,"hyrox workout of the week
beverly hills
amrap in 25 minutes
complete 5 rounds of:
40 second max wall ball shots (20/14 lb)
20 second rest
40 second max calorie ski erg
20 second rest
40 second max lunges
20 second rest
40 second max burpees
20 second rest
40 second max v-ups
20 second rest",amrap
128,"jk mcleod

bauer
for time
2 minute elbow plank (in silence)
13 burpees
18 kettlebell swings (50/35 lb)
31 push-ups
53 goblet squats (50/35 lb)
53 burpees
31 kettlebell swings (50/35 lb)
18 push-ups
13 goblet squats (50/35 lb)
2 minute wall sit (in silence)",for_time
129,"hyrox workout of the week
bordesley
for time
400 meter row
30 wall ball shots (20/14 lb)
400 meter run
30 burpees
400 meter row
30 sandbag lunges (60/40 lb)
400 meter run
30 hand release push-ups
400 meter row
100 meter farmer's carry (2x50/35 lb)
400 meter run
100 sit-ups",for_time
130,"2011 crossfit games open wod


open 11.5
amrap in 20 minutes
5 power cleans (145/105 lb)
10 toes-to-bars
15 wall balls shots (20/14 lb, 10/9 ft)",amrap
131,"2018 crossfit games open wod


open 18.3
2 rounds for time
100 double-unders
20 overhead squats (115/80 lb)
100 double-unders
12 ring muscle-ups
100 double-unders
20 dumbbell snatches (50/35 lb)
100 double-unders
12 bar muscle-ups

time cap: 14 minutes",for_time
132,"louis hettel
i go you go
in teams of 2

20 rounds
3 bar facing burpees
3 power cleans
3 front squats
3 push jerks
3 bar facing burpees",other
133,"crossfit ""girl"" benchmark wod


lynne
as many repetitions as possible in 5 rounds of:
max bench press (bodyweight)
max pull-ups",amrap
134,"crossfit hero wod


lumberjack 20
for time
20 deadlifts (275/185 lb)
400 meter run
20 kettlebell swings (2/1.5 pood)
400 meter run
20 overhead squats (115/75 lb)
400 meter run
20 burpees
400 meter run
20 chest-to-bar pull-ups
400 meter run
20 box jumps (24/20 in)
400 meter run
20 dumbbell squat cleans (45/35 lb)
400 meter run",for_time
135,"hyrox workout of the week


cooper
10 rounds for time
10 burpees
10 air squats
10 push-ups
10 sit-ups

time cap: 30 minutes",for_time
136,"crossfit benchmark wod


king kong
3 rounds for time
1 deadlift (455/320 lb)
2 muscle-ups
3 squat cleans (250/175 lb)
4 handstand push ups",for_time
137,"benchmark wod


oh no curtis p
for time
100 curtis p's (105/70 lb)

one ""curtis p"" complex is comprised of one power clean, one lunge (each leg), and one push press.",for_time
138,"2012 crossfit games open wod


open 12.2
amrap in 10 minutes
30 snatches (75/45 lb)
30 snatches (135/75 lb)
30 snatches (165/100 lb)
max snatches (210/120 lb)",amrap
139,"crossfit ""girl"" benchmark wod


gwen
15-12-9 reps for load
clean-and-jerks (unbroken)

rest as needed between sets",for_load
140,"crossfit ""girl"" benchmark wod


ellen
3 rounds for time
20 burpees
21 alternating dumbbell snatches (50/35 lb)
12 dumbbell thrusters (2x50/35 lb)",for_time
141,"coach creation wod via @crossfitauckland
claudia
5 rounds for time
20 kettlebell swings (55/35 lb)
400 meter run",for_time
142,"crossfit ""girl"" benchmark wod


nicole
amrap in 20 minutes
400 meter run
max pull-ups",amrap
143,"crossfit hero wod


bradley
10 rounds for time
100 meter sprint
10 pull-ups
100 meter sprint
10 burpees
30 seconds rest",for_time
144,"crossfit hero wod


josh
for time
21 overhead squats (95/65 lb)
42 pull-ups
15 overhead squats (95/65 lb)
30 pull-ups
9 overhead squats (95/65 lb)
18 pull-ups",for_time
145,"coastal fitness / team rwb memorial wod


marine 16
eight 2-minute amraps in 16 minutes
amrap from 0:00-2:00
20 meter sprint
16 burpees

amrap from 2:00-4:00:
20 meter sprint
16 push-ups

amrap from 4:00-6:00:
20 meter sprint
16 air squats

amrap from 6:00-8:00:
20 meter sprint
16 mountain climbers

amrap from 8:00-10:00:
20 meter sprint
16 jumping jacks

amrap from 10:00-12:00:
20 meter sprint
16 jumping lunges

amrap from 12:00-14:00:
20 meter sprint
16 high knees

amrap from 14:00-16:00:
20 meter sprint
16 tuck jumps",amrap
146,"2013 crossfit games open wod


open 13.3
amrap in 12 minutes
150 wall balls (20/14 lb)
90 double-unders
30 muscle-ups",amrap
147,"ben bergeron

death race
5 rounds for time
15/10 calorie assault bike
10 burpees",for_time
148,"crossfit hero wod


wittman
7 rounds for time
15 kettlebell swings (1.5/1 pood)
15 power cleans (95/65 lb)
15 box jumps (24/20 in)",for_time
149,"crossfit ""girl"" benchmark wod


eva
5 rounds for time
800 meter run
30 kettlebell swings (2/1.5 pood)
30 pull-ups",for_time
150,"benchmark wod (aka: ""twenty-one"")


blackjack
for time
20 push-ups, 1 sit-up
19 push-ups, 2 sit-ups
18 push-ups, 3 sit-ups
...continue this pattern until...
2 push-ups, 19 sit-ups
1 push-up, 20 sit-ups",for_time
151,"ben bergeron

bergeron beep test
emom for as long as possible
7 thrusters (75/55 lb)
7 pull-ups
7 burpees",emom
152,"ben bergeron

big clean complex
6 sets for max load
high hang clean + hang clean + clean + push press
high hang clean + hang clean + clean + push jerk
high hang clean + hang clean + clean + split jerk

one set consists of all 12 reps",for_load
153,"crossfit hero wod


clovis
for time
10 mile run
150 burpee pull-ups",for_time
154,"lisa blevins

goddessmaker
6 rounds for time
8 goddessmakers* (2x35/25 lb)
200 meter run

rest 2 minutes

*1 goddessmaker consists of: 1 dumbbell push-up, 1 right-arm plank row, 1 left-arm plank row, 1 dumbbell clean, 1 front squat, 1 push press, 1 overhead reverse lunge each leg (unbroken)",for_time
155,"assault fitness benchmark wod


cardio complex
for time
round 1:
1,000 meter row
1 mile assault air bike
200 single-unders

round 2:
750 meter row
0.8 mile assault air bike
150 single-unders

round 3:
500 meter row
0.6 mile assault air bike
100 single-unders

round 4:
250 meter row
0.4 mile assault air bike
50 single-unders",for_time
156,"2011 crossfit games open wod


open 11.6
amrap in 7 minutes
3 thrusters (100/65 lb)
3 chest-to-bar pull-ups
6 thrusters (100/65 lb)
6 chest-to-bar pull-ups
9 thrusters (100/65 lb)
9 chest-to-bar pull-ups
if you complete the round of 9, complete a round of 12, then go on to 15, etc.",amrap
157,"2020 crossfit games phase 1 wod #1


friendly fran
3 rounds for time
21 thrusters (115/85 lb)
21 chest-to-bar pull-ups",for_time
158,"crossfit hero wod


mr. joshua
5 rounds for time
400 meter run
30 ghd sit-ups
15 deadlifts (250/165 lb)",for_time
159,"2014 crossfit games/2018 regionals wod


triple 3
for time
3,000 meter row
300 double-unders
3 mile run",for_time
160,"2018 crossfit games open wod #4


open 18.4
for time
21-15-9 reps of:
deadlift (225/155 lb)
handstand push-ups

then, 21-15-9 reps of:
deadlift (315/205 lb)
50 ft handstand walk

time cap: 9 minutes",for_time
161,"crossfit harstad memorial wod

maria
amrap in 25 minutes
5 devil presses (2x22.5/15 kg)
20 double dumbbell front rack reverse lunges (2x22.5/15 kg)
19 calorie row",amrap
162,"benchmark wod


fatal 40
for time
40 wall ball shots (20/14 lb)
40 hang cleans (95/65 lb)
40 pull-ups
40 deadlifts (95/65 lb)
40 push-ups
40 box jumps (24/20 in)
40 kettlebell swings (1.5/1 pood)
40 toes-to-bars
40 air squats
40 hang snatches (95/65 lb)
40 double-unders
40 sit-ups
40 burpees

400 meter run at start and after each 40-rep movement",for_time
163,"benchmark wod


the longest mile
4 rounds for time
10 burpees
100 meter run
10 air squats
100 meter run
10 push-ups
100 meter run
10 sit-ups
100 meter run",for_time
164,"crossfit central scotland benchmark wod


painstorm xv
7 rounds for time
10 man makers
20 dumbbell deadlifts
30 single-arm dumbbell snatches (15 per side)
40 single-arm overhead lunges (20 per side)
50 dumbbell swings

use one pair of dumbbells throughout (pick your own weight)",for_time
165,"crossfit hero wod


jt
21-15-9 reps for time
handstand push-ups
ring dips
push-ups",for_time
166,"benchmark wod


deck of death
complete the deck for time
draw cards from a standard 52-card deck plus 2 jokers. each card drawn determines which exercise to do and the number of reps.

suit determines the exercise:
hearts = push-ups
diamonds = sit-ups
clubs = air squats
spades = box jumps (24/20 in)

card value determines the number of reps (face cards = 10, aces = 11).

jokers = 15 burpees",for_time
167,"555 fitness hero wod

sean hanley
for time
2000 meter row

perform 5 burpee with lateral jump over the rower each minute",for_time
168,"luke downing
sixy
20 min amrap
6 db alt arm snatch
6 burpees
6 kb russian swings
6 lunges
6 h/r push ups
6 cal row*

*add 6 calories on the row after each round.",amrap
169,"british hero wod


jordan
for time
100 kettlebell swings (24/16 kg)
100 sit-ups
100 air squats
100 push-ups",for_time
170,"home wod by sam briggs

deck of fitness
amrap in 20 minutes
pull a random card and perform the number of reps of the corresponding movement for that card.

hearts = push-ups
spades = jump lunges
diamonds = sit-ups
clubs = air squats
jokers = 15 burpees

aces = 1 rep
jack = 11
queen = 12
king = 13 reps",amrap
171,"crossfit hero wod


the don
for time
66 deadlifts (110/75 lb)
66 box jumps (24/20 in)
66 kettlebell swings (1.5/1 pood)
66 knees-to-elbows
66 sit-ups
66 pull-ups
66 thrusters (55/35 lb)
66 wall ball shots (20/14 lb)
66 burpees
66 double-unders",for_time
172,"hero wod


chris kyle
3 rounds for time
40 kettlebell swings (53/35 lb)
40 box jumps (24/20 in)
40 clusters (65/45 lb)
40 elevated push-ups (feet on 24/18 in box)",for_time
173,"triqual programming

death by cardio
emom
1-10 cal row
2-10 cal ski
3-10 cal bike (flywheel bike)
4-1 min rest",emom
174,"assault fitness benchmark wod

assault breakdown
amrap in 21 minutes
3 squat cleans (135/95 lb)
6 thrusters (135/95 lb)
9 bent over rows (135/95 lb)
15 push-ups
18 russian twists (25/15 lb)
21 calorie assault air bike",amrap
175,"benchmark wod


incredible hulk
amrap in 20 minutes
5 deadlifts (115/75 lb)
5 hang power cleans (115/75 lb)
5 front squats (115/75 lb)
5 push press (115/75 lb)
5 back squat (115/75 lb)",amrap
176,"crossfit hero wod


arnie
for time
21 turkish get-ups, right arm
50 kettlebell swings
21 overhead squats, left arm
50 kettlebell swings
21 overhead squats, right arm
50 kettlebell swings
21 turkish get-ups, left arm

use a single kettlebell (2/1.5 pood)",for_time
177,"crossfit hero wod


jerry
for time
1 mile run
2,000 meter row
1 mile run",for_time
178,"crossfit benchmark wod


the ghost
6 rounds for total reps in 23 minutes
1 minute of rowing (for calories)
1 minute of burpees
1 minute of double-unders
1 minute rest",other
179,"taco fleur

taco44
for time
44 air squats
44 kettlebell complexes (2 x 16/12 kg)
44 burpees

1 kettlebell complex is comprised of 1 deadlift + 1 clean + 1 thruster",for_time
180,"crossfit hero wod


mcghee
amrap in 30 minutes
5 deadlifts (275/185 lb)
13 push-ups
9 box jumps (24/20 in)",amrap
181,"mark nolan
the chief – endurance version
for time
5 rounds of:
25 calorie assualt bike

rest 1 minute*

then, five 3-minute amraps of:
3 power cleans (135/95 lb)
6 push-ups
9 air squats

rest 1 minute after each amrap

then, perform:
1 mile run (20/14 lb)

finally, amrap in 5 minutes of:
sandbag get-ups (60/40 lb)
5 burpees*

*perform 5 burpees for each get-up under 40 reps.",other
182,"2012 crossfit games open wod


open 12.4
amrap in 12 minutes
150 wall ball shots (20/14 lb)
90 double-unders
30 muscle-ups",amrap
183,"morning chalk up workout of the week
tommy hackenbruck
for time (with a partner)
50-40-30-20-10 calorie bike

each person does set of calories, partner rests while other works.",for_time
184,"pearl harbor memorial wod by crossfit enforce

infamy
amrap (with a partner) in 24:03
buy-in: 1,941 meter row

amrap in the time remaining:
12 front squats (165/115 lb)
7 wall walks
2 rope climbs (15ft)",amrap
185,"crossfit hero wod


daniel
for time
50 pull-ups
400 meter run
21 thrusters (95/65 lb)
800 meter run
21 thrusters (95/65 lb)
400 meter run
50 pull-ups",for_time
186,"crossfit hero wod


griff
for time
800 meter run
400 meter run (backwards)
800 meter run
400 meter run (backwards)",for_time
187,"crossfit hero wod


omar
for time
10 thrusters (95/65 lb)
15 bar-facing burpees
20 thrusters (95/65 lb)
25 bar-facing burpees
30 thrusters (95/65 lb)
35 bar-facing burpees",for_time
188,"crossfit blenheim memorial wod

wade
for time (with a partner)
buy-in: 2,022 meter row

then, 4 rounds of:
31 mountain climbers
31 dumbbell shoulder-to-overheads (2x22.5/15 kg)
31 burpees
31 dumbbell hang clean-and-jerks (2x22.5/15 kg)
31 air squats
31 dumbbell deadlifts (2x22.5/15 kg)

buy-out: 2,022 meter row

time cap: 40 minutes",for_time
189,"luke downing

death swing
for time
300 russian kettlebell swings (24/16 kg)

every minute on the minute, perform burpee(s). start with 1 burpee after minute 1, then 2 burpees after minute 2, then 3 burpees, etc.

(stop adding burpees once you get less than 30 seconds left for your swings)",other
190,"2012 crossfit games open wod


open 12.5
amrap in 7 minutes
3 thrusters (100/65 lb)
3 chest-to-bar pull-ups
6 thrusters (100/65 lb)
6 chest-to-bar pull-ups
9 thrusters (100/65 lb)
9 chest-to-bar pull-ups
if you complete the round of 9, complete a round of 12, then go on to 15, etc.",amrap
191,"heather black

the fire chief
every 3 minutes (for 6 rounds) in 18 minutes
6 burpees
18 alternating dumbbell snatches (50/35 lb)
7 toes-to-bars
9 goblet squats (50/35 lb)",other
192,"crossfit evolution benchmark wod


olaf
5 rounds for time
5 squat cleans (155/105 lb)
25 push-ups",for_time
193,"the rec center crossfit valentine's day wod

valentine's day
for time
complete the following with one partner working at a time.

partner 1:
50 box jumps (24/20 in)
50 kettlebell swings (55/35 lb)
50 abmat sit-ups
50 deadlifts (155/115 lb)
50 burpees

partner 2:
50 pull-ups
50 overhead lunges (45/25 lb plate)
50 hand release push-ups
50 wall ball shots (20/14 lb)
50 double-unders

buy-in and cash-out:
200 meter partner carry",for_time
194,"crossfit aldermaston memorial wod

anna
for time (with a partner)
1 mile run
90 box jump overs (24/20 in)
80 kettlebell swings (24/16 kg)
70 burpees
60 wall ball shots (9/6 kg)
50 plate overhead lunges (15/10 kg)
40 toes-to-bars
30 kettlebell snatches (24/16 kg)
20 pull-ups
1 mile run

repeat back up the ladder to the top.

wear a weight vest (10/6 kg).",for_time
195,"pete marjamaa
cardio
for time
1 mile run
100 calorie air bike
100 calorie ski
100 calorie row
1 mile run",for_time
196,"2011 crossfit games open wod


open 11.4
amrap in 10 minutes
60 bar facing burpees
30 overhead squats (120/90 lb)
10 muscle-ups",amrap
197,"crossfit hero wod


rené
7 rounds for time
400 meter run
21 walking lunges
15 pull-ups
9 burpees

wear a weight vest (20/14 lb)",for_time
198,"brendan walcoff
basic b*tch booty blaster
amrap in 15 minutes
20 frog pumps
20 single-leg glute bridges (10 each leg)
20 air squats
20 lunges (10 each leg)",amrap
199,"luke downing
step anaerobics
00:00-02:00 10 burpees + max box step ups (20')

02:00-04:00 12 burpees + max box step ups

04:00-06:00 14 burpees + max box step ups

06:00-08:00 16 burpees + max box step ups

08:00-10:00 18 burpees + max box step ups

10:00-12:00 20 burpees + max box step ups",other
200,"ben bergeron
fortitude
alternating minutes for 15 rounds in 30 minutes
even minutes: 15/12 calorie row
odd minutes: 15 burpees",other
201,"coach ivan

coach ivan 05/03/23
general warm-up

5 min:

3 rounds of:
5 ring row
5 inchworm w/ push-up
10 jump squats

skill development: pull-ups
3 round
5 strict pull ups
10 kip swings
2 kip swings + 1 pull up
2 kip swings + 1 pull up + 2 kip swings
5 pull-ups

wod
emom 30'

chelsea
every minute on the minute for 30 minutes perform:
5 pull-ups/ring row
10 push-ups
15 squats

every time you stop you accumulate 5 burpees penalties. at the end of the workout do burpees",emom
202,"hyrox workout of the week
telliskivi
for time
buy-in: 1,000 meter run

then, amrap in 35 minutes:
5 burpees
10 wall ball shots (20/14 lb)
15 calorie row
20 sandbag lunges (60/40 lb)
25 sit-ups
30 meter farmer's carry (2x50/35 lb)

cash-out: 1,000 meter run",other
203,"2010 crossfit games wod


air force
for time
20 thrusters (95/65 lbs)
20 sumo deadlift high-pulls (95/65 lbs)
20 push jerks (95/65 lbs)
20 overhead squats (95/65 lbs)
20 front squats (95/65 lbs)

4 burpees at the top of each minute",for_time
204,"crossfit hero wod


morrison
50-40-30-20-10 reps for time
wall ball shots (20/14 lb)
box jumps (24/20 in)
kettlebell swings (1.5/1 pood)",for_time
205,"crossfit hero wod


badger
3 round for time
30 squat cleans (95/65 lb)
30 pull-ups
800 meter run",for_time
206,"crossfit hero wod


jack
amrap in 20 minutes
10 push presses (115/85 lb)
10 kettlebell swings (1.5/1 pood)
10 box jumps (24/20 in)",amrap
207,"hotel wod by chase ingraham


swole-tel
four parts in 12 minutes
emom for 3 minutes:
15 dumbbell rows (2x30 lb)
10 push-ups

emom for 3 minutes:
10 dumbbell rows (2x40 lb)
10 push-ups

emom for 3 minutes:
5 dumbbell rows (2x45 lb)
10 push-ups

then, amrap in 3 minutes:
dumbbell rows (2x30 lb)",other
208,"crossfit ""girl"" benchmark wod


andi
for time
100 hang power snatches (65/45 lb)
100 push presses (65/45 lb)
100 sumo deadlift high-pulls (65/45 lb)
100 front squats (65/45 lb)",for_time
